"","words","term.freq","doc.freq"
"1289","mouth",11,9
"1290","creek",14,12
"1291","kanawa",1,1
"1292","englanders",0,0
"1293","forming",10,9
"1294","mighty",1,1
"1295","contests",1,1
"1296","trivial",2,2
"1297","things;that",1,1
"1298","revolution",7,5
"1299","admit",6,6
"1300","doubt",55,40
"1301","originated",4,4
"1302","adams",6,3
"1303","insignificant",1,1
"1304","bostonian",1,1
"1305","expectation",7,7
"1306","independence",17,14
"1307","fomented",1,1
"1308","opposition",14,11
"1309","stamp-act",1,1
"1310","wisdom",10,8
"1311","foreseen",2,2
"1312","subsequent",1,1
"1313","folly",3,3
"1314","imprudence",2,2
"1315","obsequious",1,1
"1316","totally",12,10
"1317","destitute",7,7
"1318","sense",6,5
"1319","ignorant",14,12
"1320","princple",1,1
"1321","sound",17,15
"1322","policy",14,13
"1323","beheld",2,2
"1324","sagacity",3,3
"1325","avail",1,1
"1326","despicable",1,1
"1327","policies.–fortunately",1,1
"1328","cause",37,35
"1329","generals",5,4
"1330","abilities",4,3
"1331","minister",25,13
"1332","facility",5,5
"1333","acquired",6,6
"1334","blunders",1,1
"1335","miserable",12,12
"1336","conduct",42,37
"1337","hardly",7,7
"1338","sufficient",30,24
"1339","emancipate",1,1
"1340","weakeness",1,1
"1341","depended",2,2
"1342","driven",9,8
"1343","fatal-philippic",1,1
"1344","lawyer",1,1
"1345","chain",5,4
"1346","concurrent",1,1
"1347","hath",4,2
"1348","overturned",2,2
"1349","monarch",4,3
"1350","possessed",10,10
"1351","sagacity–if",1,1
"1352","corporal",2,2
"1353","civility",2,2
"1354","remained",18,15
"1355","colony",173,79
"1356","absolute",5,4
"1357","ephraim",1,1
"1358","baker's-row",1,1
"1359","mileend",1,1
"1360","holland",19,15
"1361","week:sir",1,1
"1362","l–y",1,1
"1363","desires",3,3
"1364","unfortunate",23,23
"1365","relation",3,3
"1366","february",16,15
"1367","teach",2,2
"1368","write",6,6
"1369","improved",13,11
"1370","ahve",1,1
"1371","person",68,49
"1372","habitation",3,3
"1373","wearing",10,10
"1374","apparel",5,4
"1375","wanting",13,12
"1376","business",25,21
"1377","dutch",16,10
"1378","batavia",5,4
"1379","useful",17,14
"1380","grounds",7,6
"1381","convenient",6,6
"1382","fleet",18,10
"1383","forts",6,5
"1384","earthn",1,1
"1385","ware",2,2
"1386","use",38,26
"1387","ornament",9,9
"1388","equally",23,19
"1389","delft",1,1
"1390","hats",3,3
"1391","shoes",3,3
"1392","houses",38,24
"1393","windows",4,4
"1394","wicker",1,1
"1395","rush",2,2
"1396","furniture",4,3
"1397","eplace",1,1
"1398","smiths",3,3
"1399","coal",7,5
"1400","utensils",2,2
"1401","nephew",1,1
"1402","born",12,9
"1403","buried",8,8
"1404","executed",6,6
"1405","grown",6,6
"1406","christians",3,3
"1407","quite",21,20
"1408","finished",3,3
"1409","away",41,31
"1410","thinks",2,2
"1411","farthest",1,1
"1412","lines",4,4
"1413","seldom",12,10
"1414","visited",13,13
"1415","comes",9,9
"1416","farther",18,14
"1417","discovers",2,2
"1418","gum",2,1
"1419","arabic",1,1
"1420","veyr",1,1
"1421","expects",2,2
"1422","wonders",1,1
"1423","clothes",9,8
"1424","thinly",4,3
"1425","inhabited",5,5
"1426","stranger's",1,1
"1427","greenock.no",1,1
"1428","sir",70,46
"1429","expecting",1,1
"1430","remittance",1,1
"1431","hand",29,24
"1432","properly",13,12
"1433","cash",7,6
"1434","bills",14,12
"1435","accept",9,9
"1436","immediately",64,48
"1437","crop",8,6
"1438","bolls",1,1
"1439","eceeding",1,1
"1440","knowledge",35,24
"1441","loading",6,6
"1442","having",159,90
"1443","declared",17,16
"1444","interest",59,37
"1445","encourage",8,8
"1446","plantations",7,6
"1447","merchandize",8,5
"1448","considerably",6,6
"1449","lowered",4,4
"1450","duties",21,14
"1451","merchandize.they",1,1
"1452","sell",10,9
"1453","annually",12,10
"1454","suffice",3,3
"1455","necessity",16,14
"1456","circulating",2,2
"1457","paper",39,29
"1458","trading",10,6
"1459","prior",3,3
"1460","hall",18,13
"1461","noon",2,2
"1462","importance.glasgow",1,1
"1463","plymouth",6,5
"1464","sea",28,20
"1465","proceed",38,33
"1466","dispatch",5,4
"1467","york–to",1,1
"1468","acquaint",5,5
"1469","ports",20,12
"1470","salutary",5,5
"1471","reduce",3,3
"1472","utmost",12,11
"1473","anxiety",11,11
"1474","packet",9,8
"1475","agreebly",1,1
"1476","relieed",1,1
"1477","apprehensions",11,9
"1478","insurrections",3,2
"1479","martinique",5,4
"1480","confirmed",11,9
"1481","national",23,17
"1482","naturally",10,9
"1483","brings",7,7
"1484","tumult",1,1
"1485","bring",32,26
"1486","conspiracy",4,4
"1487","circumstance",22,21
"1488","accounted",2,2
"1489","communication",25,17
"1490","exists",9,9
"1491","mail",6,6
"1492","new-york",4,3
"1493","falmouth",2,2
"1494","sandwich",4,3
"1495","thirty-three",1,1
"1496","diabolical",1,1
"1497","design",13,13
"1498","discovered",24,17
"1499","insurrection",3,3
"1500","fire",44,24
"1501","confusion",8,7
"1502","striving",1,1
"1503","flames",7,6
"1504","butchered",1,1
"1505","indiscriminately",2,2
"1506","child.–the",1,1
"1507","combustibles",2,2
"1508","consisting",27,23
"1509","dipped",1,1
"1510","turpentine",1,1
"1511","plot",4,3
"1512","negro",13,7
"1513","stung",1,1
"1514","remorse",1,1
"1515","thinking",3,3
"1516","murder",16,15
"1517","disclosed",1,1
"1518","armed",16,13
"1519","hanger",1,1
"1520","knife",4,4
"1521","insturments",1,1
"1522","existence",8,8
"1523","afraid",6,6
"1524","attemp",1,1
"1525","release",1,1
"1526","gaol",3,3
"1527","living",24,19
"1528","worldto",1,1
"1529","printer.sir",1,1
"1530","month",20,18
"1531","remote",7,7
"1532","newspaper",8,5
"1533","ordering",4,3
"1534","papers",45,33
"1535","utter",2,2
"1536","astonishment",7,5
"1537","rustic",1,1
"1538","landlord",3,3
"1539","take",112,79
"1540","stuck",1,1
"1541","country–knowing",1,1
"1542","passed",51,38
"1543","lapland",2,2
"1544","intending",3,3
"1545","dropped",2,2
"1546","talking",4,3
"1547","occurrences",1,1
"1548","knew",12,7
"1549","revolutions",1,1
"1550","fishwomen",1,1
"1551","battles",2,2
"1552","flanders",2,2
"1553","emperor",5,5
"1554","fighting",9,7
"1555","turks.but",1,1
"1556","distressing–for",1,1
"1557","meeting",73,30
"1558","inquired",3,2
"1559","cordially",2,2
"1560","eloped",2,2
"1561","kindly",2,2
"1562","sister",6,5
"1563","departed",8,6
"1564","fortnight",8,8
"1565","before.on",1,1
"1566","stir",2,2
"1567","viaticum",1,1
"1568","provided",41,29
"1569","necessary",56,44
"1570","remove",10,9
"1571","pace",3,3
"1572","fashionable",4,4
"1573","literary",5,5
"1574","world–and",1,1
"1575","friends",32,21
"1576","wives",12,11
"1577","absconded.in",1,1
"1578","creed–and",1,1
"1579","travel",3,3
"1580","fully",33,25
"1581","experienced",15,14
"1582","unpleasantness",1,1
"1583","again–i",1,1
"1584","hottentot",2,2
"1585","mine",4,4
"1586","invites",1,1
"1587","him.dick",1,1
"1588","desperate",3,3
"1589","sect",4,4
"1590","shaking",4,2
"1591","quakers",9,5
"1592","america.in",2,2
"1593","jews",3,3
"1594","various",52,38
"1595","denomications",0,0
"1596","catholics",2,2
"1597","lutherans",1,1
"1598","presbyterians",2,2
"1599","congregationalists",1,1
"1600","baptists",1,1
"1601","dunkers",1,1
"1602","moravians",1,1
"1603","deists",1,1
"1604","methodists",1,1
"1605","newlights",1,1
"1606","sandimanians",1,1
"1607","universalists",1,1
"1608","perform",13,12
"1609","religious",15,13
"1610","worship",11,6
"1611","accoridng",2,2
"1612","dictates",1,1
"1613","consciences.the",1,1
"1614","sects",1,1
"1615","sprang",1,1
"1616","elect",5,4
"1617","disciples",1,1
"1618","founders",4,2
"1619","mode",27,25
"1620","thousands",14,12
"1621","pretended",4,3
"1622","power",61,41
"1623","miracles",1,1
"1624","heal",1,1
"1625","cast",2,2
"1626","devils",2,2
"1627","languages.this",1,1
"1628","risided",1,1
"1629","north-westerly",2,2
"1630","tenets",11,11
"1631","rambled",1,1
"1632","promulgating",2,2
"1633","religion",11,10
"1634","gaining",4,4
"1635","proselytes",1,1
"1636","elsewhere:–she",1,1
"1637","engrossed",1,1
"1638","kingdom",17,16
"1639","heaven",4,4
"1640","followers",4,4
"1641","seculsion",1,1
"1642","others.she",1,1
"1643","mission",4,4
"1644","heaven;–that",1,1
"1645","pain",17,13
"1646","seventry-two",1,1
"1647","languages",3,3
"1648","conversed",2,2
"1649","life–that",1,1
"1650","true",28,24
"1651","apostles",2,1
"1652","her's",1,1
"1653","erected–that",1,1
"1654","saved",16,15
"1655","confess",4,3
"1656","sins",2,1
"1657","parson",2,2
"1658","saved;–that",1,1
"1659","gathered",1,1
"1660","hell",1,1
"1661","damned",2,2
"1662","ocntinually",1,1
"1663","making",48,41
"1664","intercession",1,1
"1665","salvation",1,1
"1666","occasion",48,37
"1667","tongues.those",1,1
"1668","entered",22,20
"1669","deliver",5,5
"1670","jewels",2,2
"1671","rings",1,1
"1672","necklaces",1,1
"1673","buckles",1,1
"1674","watches",1,1
"1675","fit.it",1,1
"1676","confessions",1,1
"1677","proved",18,15
"1678","beneficial",15,13
"1679","owned",2,2
"1680","stolen",4,4
"1681","innocent",3,2
"1682","persons.when",1,1
"1683","pretend",6,4
"1684","praise",5,5
"1685","singing",2,2
"1686","dancing",3,3
"1687","jumping",1,1
"1688","turning",2,2
"1689","round",42,27
"1690","tumbling",2,2
"1691","mean",16,13
"1692","trembling",1,1
"1693","groaning",2,2
"1694","sighing",2,2
"1695","sobbing",1,1
"1696","preaching",2,2
"1697","praying",11,9
"1698","exhorting",1,1
"1699","clapping",1,1
"1700","hands",26,22
"1701","shouting",2,2
"1702","hallowing",1,1
"1703","screaming",1,1
"1704","hideous",1,1
"1705","noise",6,4
"1706","affrighten",1,1
"1707","spectators.they",1,1
"1708","dance",8,5
"1709","tired",2,2
"1710","praising",2,2
"1711","whipped",1,1
"1712","briskly",2,2
"1713","emaciated",1,1
"1714","grow",6,6
"1715","pale",1,1
"1716","ghosts",1,1
"1717","apparitions",1,1
"1718","deserters",5,4
"1719","church-yard",2,2
"1720","sailor's",1,1
"1721","phrase.they",1,1
"1722","eucharist",1,1
"1723","baptism",1,1
"1724","churchs",1,1
"1725","averse",5,5
"1726","wars",4,4
"1727","swearing",1,1
"1728","plain",11,11
"1729","language",14,14
"1730","cry–yea",1,1
"1731","nay",1,1
"1732","approve",2,2
"1733","tenets.at",1,1
"1734","particular",34,25
"1735","times",34,25
"1736","hard",13,13
"1737","respective",13,12
"1738","occupations",2,2
"1739","careful",5,5
"1740","spent",6,5
"1741","idleness.they",1,1
"1742","correspondence",4,4
"1743","saints",1,1
"1744","angels",1,1
"1745","frequently",17,14
"1746","converse",2,2
"1747","spirits",12,12
"1748","friends.many",1,1
"1749","refuse",4,4
"1750","suppose",19,16
"1751","mentioned",27,21
"1752","revelations",1,1
"1753","redeemed",1,1
"1754","defiled",1,1
"1755","women.they",1,1
"1756","partakers",1,1
"1757","resurrection",1,1
"1758","power.they",1,1
"1759","instrumental",4,4
"1760","music",7,4
"1761","churches",5,5
"1762","ceremonial",1,1
"1763","abolished;–but",1,1
"1764","immediate",23,20
"1765","influence",16,13
"1766","holy",2,2
"1767","ghost",1,1
"1768","scripture",1,1
"1769","warrents",1,1
"1770","practice",11,11
"1771","sing",1,1
"1772","god–praise",1,1
"1773","clap",1,1
"1774","people;–shout",1,1
"1775","god;–make",1,1
"1776","joyful",2,2
"1777","noise;–fall",1,1
"1778","lords&c",1,1
"1779","arrives",2,2
"1780","roebuck",1,1
"1781","advices",8,7
"1782","man–uvre",1,1
"1783","rhode",3,3
"1784","oct",11,10
"1785","disturbances",3,3
"1786","abated",5,5
"1787","daily",9,9
"1788","gain",10,9
"1789","endeavoured",4,4
"1790","subalterns",2,2
"1791","oath",4,3
"1792","attachment",7,6
"1793","administered",1,1
"1794","declined",2,2
"1795","engaged",22,20
"1796","incensed",2,1
"1797","reply",5,5
"1798","reviled",1,1
"1799","opprobrious",1,1
"1800","terms",19,14
"1801","cane",1,1
"1802","frustrated",2,2
"1803","attempts",13,12
"1804","infantry",10,10
"1805","application",25,19
"1806","regiment",49,27
"1807","artillery",12,8
"1808","success",27,23
"1809","culverins",1,1
"1810","stationed",10,8
"1811","protection",13,11
"1812","used.driven",1,1
"1813","shift",1,1
"1814","suggested",15,12
"1815","sorry",12,12
"1816","expedient",18,14
"1817","recourse",5,5
"1818","colour",9,7
"1819","corps",14,7
"1820","dose",1,1
"1821","flattery",1,1
"1822","readily",7,6
"1823","caught",5,3
"1824","promised",5,5
"1825","usually",7,6
"1826","thing–that",1,1
"1827","fears",3,3
"1828","concern–they",1,1
"1829","abandoned",8,8
"1830","him.the",1,1
"1831","humiliating",2,2
"1832","familiarities",1,1
"1833","descended",3,3
"1834","motley",1,1
"1835","rabble",1,1
"1836","disgusting",1,1
"1837","embraced",1,1
"1838","enfans",1,1
"1839","amis",1,1
"1840","practised",5,5
"1841","dirty",6,4
"1842","condescensions",1,1
"1843","conversant",1,1
"1844","praise-worthy",1,1
"1845","cajoling",1,1
"1846","of.the",2,2
"1847","insolence–one",1,1
"1848","banditti",5,5
"1849","presumed",3,3
"1850","strike",5,4
"1851","grenadier–this",1,1
"1852","peopl–the",1,1
"1853","doughty",1,1
"1854","leader",1,1
"1855","trusty",2,2
"1856","defenders",1,1
"1857","fate",13,13
"1858","sput",0,0
"1859","confinement",3,3
"1860","beholding",1,1
"1861","prison",7,2
"1862","inspired",1,1
"1863","insolent",3,3
"1864","temerity",1,1
"1865","suspended",4,3
"1866","gibbet.the",1,1
"1867","confer",4,4
"1868","measures",37,26
"1869","deputies",3,3
"1870","chosen",7,6
"1871","deposed",3,2
"1872","commander",18,14
"1873","preside",1,1
"1874","tribunal.thus",1,1
"1875","matters",13,13
"1876","rumour",3,3
"1877","prevailed",10,10
"1878","bouillee",1,1
"1879","suffered",22,20
"1880","ingenious",2,2
"1881","method",10,10
"1882","planks",2,2
"1883","severed",1,1
"1884","pieces",15,13
"1885","cross-cut",1,1
"1886","saw",38,27
"1887","sitting",5,4
"1888","multiplicity",2,2
"1889","likelihood",1,1
"1890","session's",1,1
"1891","closing",2,2
"1892","foreigners",6,5
"1893","sayof",1,1
"1894","commercial",27,17
"1895","arrangements",19,15
"1896","faavourable",1,1
"1897","undoubtedly",5,5
"1898","merchandise",4,4
"1899","discrimination",3,3
"1900","import",8,5
"1901","acts",16,13
"1902","footing",9,9
"1903","respect",33,21
"1904","lower",32,23
"1905","considering",11,10
"1906","supplies",15,12
"1907","committee",82,34
"1908","dollars.accustomed",1,1
"1909","disappointment",7,6
"1910","hopes",12,12
"1911","improvement",20,18
"1912","politics",5,5
"1913","feel",18,17
"1914","reluctance",4,3
"1915","entertaining",3,3
"1916","sanguine",5,5
"1917","wishes",7,7
"1918","appearances",3,3
"1919","expecttion",1,1
"1920","f–deral",3,3
"1921","government's",1,1
"1922","acting",7,6
"1923","energy",12,12
"1924","respectability",5,5
"1925","animosities",3,3
"1926","created",7,7
"1927","contest",9,8
"1928","gradually",7,7
"1929","dying",3,3
"1930","idleness",3,3
"1931","dissipation",3,3
"1932","flowing",4,4
"1933","source",11,10
"1934","succeeded",19,17
"1935","progress",19,19
"1936","persevering",3,3
"1937","affords",10,8
"1938","presumption",1,1
"1939","concerned",5,5
"1940","deriving",1,1
"1941","advantage.throughout",1,1
"1942","changes",8,7
"1943","president",31,13
"1944","esteemed",3,2
"1945","demonstrated",2,2
"1946","absurdity",1,1
"1947","democracy",1,1
"1948","superior",25,24
"1949","excellence",1,1
"1950","mix",2,2
"1951","deductions",1,1
"1952","premises",5,3
"1953","admitted",17,13
"1954","popular",7,6
"1955","aversion",1,1
"1956","monarchy",2,2
"1957","matures",1,1
"1958","quickly",4,4
"1959","transatlantic",1,1
"1960","surprise",25,22
"1961","sovereign",6,6
"1962","earin",1,1
"1963","century.in",1,1
"1964","instance",15,15
"1965","admnistration",1,1
"1966","satisfaction",22,17
"1967","studiously",1,1
"1968","effectually",5,5
"1969","protected",4,4
"1970","lawless",2,2
"1971","violence",7,6
"1972","individuals",49,38
"1973","wished",11,10
"1974","wrest",1,1
"1975","determination",9,9
"1976","dictated",4,4
"1977","check",9,9
"1978","erratic",1,1
"1979","disposition",14,14
"1980","citizens",24,14
"1981","removed",18,12
"1982","wilds",2,2
"1983","regarded",5,5
"1984","view",52,39
"1985","philips",1,1
"1986","describes",8,8
"1987","northward",7,7
"1988","wales",90,61
"1989","coast",38,28
"1990","finest",10,7
"1991","harbours",4,4
"1992","ride",1,1
"1993","perfect",14,12
"1994","cove",3,3
"1995","named",24,21
"1996","chose",2,2
"1997","mile",16,10
"1998","length",41,29
"1999","quarter",36,29
"2000","entrance",6,6
"2001","anchor",13,13
"2002","close",13,13
"2003","quays",1,1
"2004","constructed",8,6
"2005","largest",17,17
"2006","unload",1,1
"2007","friendly",24,20
"2008","uninterrupted",1,1
"2009","picturesque",3,3
"2010","pleasing",9,9
"2011","afforded",12,10
"2012","ample",8,8
"2013","botanical",1,1
"2014","acquisitions",1,1
"2015","employed",25,22
"2016","drawing",13,13
"2017","plans",9,8
"2018","warm",11,9
"2019","debates",2,2
"2020","arrangement",3,3
"2021","ireland",41,23
"2022","feeling",14,13
"2023","contend",4,4
"2024","encounter",7,6
"2025","principles",31,26
"2026","comparatively",4,4
"2027","bulk",5,5
"2028","canadians",5,4
"2029","descendants",1,1
"2030","protestants.fleaury",1,1
"2031","walpole",1,1
"2032","fonder",1,1
"2033","peace",38,24
"2034","pitt",5,5
"2035","conquests",1,1
"2036","wealth",19,15
"2037","pacific",13,10
"2038","world.besides",1,1
"2039","considerations",9,7
"2040","secret",7,6
"2041","riddance",1,1
"2042","thoroughly",1,1
"2043","collected",9,9
"2044","oppose",9,8
"2045","blood",5,5
"2046","supporting",3,3
"2047","another.thus",1,1
"2048","protecting",3,3
"2049","resort",1,1
"2050","market.application",1,1
"2051","lords",9,8
"2052","treasury",8,8
"2053","issue",21,19
"2054","coin",14,6
"2055","aid",17,16
"2056","circulation",9,8
"2057","felt",17,14
"2058","retail",1,1
"2059","traders",10,7
"2060","hispaniola",2,2
"2061","unabating",1,1
"2062","glorious",4,4
"2063","patriotic",4,4
"2064","countrymen",9,9
"2065","embarked",16,15
"2066","class",25,19
